site,job_url,job_url_direct,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,emails,description,company_url,company_url_direct,company_addresses,company_industry,company_num_employees,company_revenue,company_description,logo_photo_url,banner_photo_url,ceo_name,ceo_photo_url,search_term,search_date
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009231229457,,Senior Programmer Analyst,Grow Financial Federal Credit Union,,,2024-04-11,,,,,True,,"Overview:

At Grow Financial Federal Credit Union, we believe in service — to our 300,000 members, 600 team members and local communities. We’re not just your average bank. We’re a credit union, owned by our members and dedicated to serving people, not profit. We know that happy, engaged people provide the best service, so we live by our mantra: Be Bold. Be Great. Have Fun. Consistently named a Top Workplace by the Tampa Bay Times among multiple national awards we strive to develop a diverse, collaborative culture where you can grow personally and professionally.  

Our “work from where you do your best work” strategy provides flexibility to our team members — who currently reside across the U.S. — with a variety of remote, hybrid and in-person roles. We enjoy plenty of opportunities to stay connected through video collaboration, digital tools, community service initiatives and numerous activities. Whether you thrive in a remote setting, prefer the energy of in-person collaboration or seek a balance between the two, you'll find your fit here. Join us as we seek to make things grow — people, communities, money and dreams.  

***Grow Financial is headquartered in Tampa, FL. For remote roles, candidates must be located in the following states:*** *AL, AZ, AR, DE, FL, GA, ID, IN, IA, KS, KY, LA, MS, MO, MT, NE, NH, NC, ND, OH, OK, PA, SC, SD, TN, TX, UT, VA, WV, WI, WY.* **Some of our Benefits/Perks:*** **Medical/Dental/Vision Insurance**
* **Employee discount on loans** Team members qualify for a discount on consumer and mortgage loans.
* **Tuition Reimbursement** of up to $5,250 per year for full-time team members.
* **Paid Time Off** 15 days/year & over 10 **Paid Holidays**
* **Paid Volunteer Days** Grow provides two bi-annual paid volunteer days to all team members.
* **Retirement Benefits (401K)** Grow matches up to 8% for team members.
* **Growth Potential** In-house training department dedicated to helping our team members reach their maximum potential.


Responsibilities:

The Senior Programmer Analyst at Grow Financial is a key role responsible for leading the design, development, and maintenance of complex custom and package software applications. The Senior Programmer Analyst works with minimal supervision and plays a pivotal role in all phases of the software development lifecycle, including project requirement evaluation, technical solution design, coding, configuration, testing, and delivery of software for complex projects. This position involves mentoring junior team members, validating technical approaches, ensuring adherence to code quality and standards, and possessing an in-depth understanding of core systems, integrated systems, and interfaces. The Senior Programmer Analyst is also responsible for identifying and resolving complex operational issues with existing applications and technical processes.
Qualifications:
**Required Skills & Experience*** Bachelor of Arts/Science degree from an accredited college or university required, or an equivalent combination of education, professional certifications, and experience, including military service, in lieu of degree.
* 6 years of relevant software engineering professional experience required.
* 3 years of experience working in a Jack Henry environment required.
* 1 year demonstrated leadership skills and experience in mentoring junior team members required.
* Advanced proficiency in Jack Henry Symitar PowerOn, Jack Henry SymXchange, .Net C#, PowerShell, JS, SQL, Visual Studio, GIT (or other SCM), Azure DevOps, , SDLC planning tools (ADO or Jira), Agile or Kanban preferred.
* Additional skills in Microsoft Azure cloud native application development and microservices/API highly desired.
* Proven ability to adapt and continue to learn new technologies and processes.
* Excellent communication and interpersonal skills, with the ability to engage effectively with technical and non-technical stakeholders.
* Strong problem-solving abilities and analytical mindset.
* Experience using system and process analysis and design methodologies.

 **Physical Demands*** Must be able to sit for extended periods of time.
* Must be able to read, write, speak and type English.
* Must be able to hear and use a telephone.
* Use of computer requires repetitive keystrokes.

 **Work Environment*** This role is fully remote, with the option to work from our HQ or retail locations.

  

Apply Online Today!  

An Equal Opportunity Employer Minorities/Females/Veteran/Disabled  

#LI-Remote",https://www.glassdoor.com/Overview/W-EI_IE117966.htm,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009230693071,,Software Release Manager,TherapyNotes.com,"Philadelphia, PA",,2024-04-10,yearly,100000.0,150000.0,USD,False,,"**About TherapyNotes**


TherapyNotes is a national leader in behavioral health Practice Management and Electronic Health Records (EHR) software. Our software-as-a-service (SaaS) solution is at the forefront of innovation, seamlessly integrating patient scheduling, medical records, billing, and electronic claims to revolutionize how mental health professionals manage their practices.


At TherapyNotes, we are a growing team of passionate and talented individuals. Our team thrives on collaboration and innovation, continually pushing the boundaries of what EHR software can do. We pride ourselves on our ability to adapt to the ever-evolving landscape of healthcare and technology, staying at the forefront of industry trends.


We believe in pushing each other to learn and solve complex problems, fostering an environment where your skills and expertise will flourish. Together, we are shaping the future of behavioral health software, making it easier for clinicians to provide the best possible care to their patients.


If you are passionate about technology, mental health, and making a difference, TherapyNotes is the place where you can realize your potential.

**Description**  

The Release Manager will own the complete release lifecycle which includes the scheduling, coordination, and management of releases across the organization for multiple SaaS applications. Collaborate across functional project teams including product, development, QA, and DevOps as required to successfully deliver releases to production in a timely manner.

**Responsibilities**

* Schedule, coordinate, manage and deploy software releases.
* Manage risks and resolve challenges that impact release scope, quality, and schedules.
* Lead product deployments during designated off-peak hours.
* Continually analyze and adjust the release process to meet the growing needs of the organization.
* Produce deployment, implementation, and run-book plans.
* Plan and communicate the release calendar by working closely with a cross-functional group of representatives.
* Assist Product Owners in identifying and managing inter-dependencies and timing concerns to ensure seamless delivery.
* Work with Product Management to ensure roadmaps seamlessly align with release schedules.
* Work with relevant development teams to add, improve, and refine processes and automation tools.
* Manage organizational release readiness by working with the various technical and business departments.
* Measure and monitor delivery progress to ensure software releases are delivered on time and meet or exceed expectations.
* Facilitate release meetings, release readiness reviews, go/no-go meetings, and retrospectives.
* Maintain documentation related to procedures on the build and release processes.

**Requirements**

* 5+ years of experience in software release management for enterprise SaaS applications preferred.
* Detailed understanding of deployment, configuration, testing and release management processes based on agile software delivery principles.
* Experience with CI/CD pipelines including tools like Git, Octopus, and Jenkins preferred.
* Experience with monitoring tools like Kibana (Elastic) and DataDog preferred.
* Excellent verbal and written communication skills with the ability to articulate release plans and dependencies to business stakeholders and technical personnel.
* Proficiency in Jira, Confluence, and/or other collaboration software systems preferred.

**Competencies**

* **Change Management** - Develops workable implementation plans, communicates changes effectively, builds commitment, prepares and supports departments affected, and monitors transition and evaluates results.
* **Organizational Support** - Follows policies and procedures, completes tasks correctly and on time, and supports organization's goals and values.
* **Planning/Organizing** - Prioritizes and plans work activities, uses time efficiently, plans for additional resources, sets goals and objectives, organizes or schedules other people and their tasks, develops realistic action plans.

**Benefits**

* Competitive salary - $100,000-150,000
* Comp-time and flexible work hours
* Full health, life, disability, and dental insurance
* Retirement plan with company contribution
* Annual company profit sharing
* Personal development/training budget
* Open, collaborative work environment
* Extensive 2-week onboarding plan
* Comprehensive mentorship program
* Company provided refreshments

#LI-Remote  

#LI-PL1


TherapyNotes, LLC is an Equal Employment Opportunity Employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status. All candidates whom have been given a conditional offer of employment with TherapyNotes, LLC must also undergo a criminal background check.


4/10/2024",https://www.glassdoor.com/Overview/W-EI_IE337029.htm,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009231036471,,"Full-stack Developer– Creative Technology, Experiential Marketing, Immersive Experiences",Goodbeast,"Portland, OR",,2024-04-10,yearly,65000.0,90000.0,USD,False,,"**Full-stack Developer– Creative Technology, Experiential, and Web Development**

Goodbeast is a full-service creative agency with offices in Portland, OR, Washington, DC, and clients worldwide. Our team of strategists, designers, and engineers create everything from new brands to compelling websites, from experiential installations to custom applications and digital marketing campaigns to e-commerce sites.

**Goodbeast is seeking a contract Full-stack Developer for creative technology, experiential, and web application development projects.**

This is a fully remote position with occasional visits to the office in Portland, OR and occassional client sites (less than 10% travel). The ideal candidate will be located in the Portland, Oregon metropolitan area.

**Who You Are**

* You have a passion for interactive technology, including both advanced web technologies and the latest in physical computing. The ideal candidate will love building things for both the Internet and the real world.
* You have extensive experience developing creative concepts and working on multi-disciplinary teams with strategists, graphic designers, copywriters, and other creative professionals.
* You are comfortable explaining advanced technical concepts to clients, prospects, and team members.
* You are an excellent written and oral communicator with good team skills.
* You have at least five years of experience in an agency environment and understand the expectations of customer service for professional services.

**Only candidates with at least five years of creative agency (or advertising, marketing, branding) experience will be considered.**

**What You’ll Be Doing**

This person will be responsible for executing creative technology engagements both on- and offline, including all technical aspects of software development and physical installations. One minute you’ll oversee the launch of a globally-played mobile game, the next, you’re prototyping an IoT control board, and then you’re discussing advanced front-end animation techniques with a graphic designer.

**Responsibilities include:**

* Exploring ideas as part of a creative team and testing the feasibility of those ideas by leading proof-of-concept and prototyping sessions.
* Developing high-quality technical work product based on approved prototypes and designs.
* Adhering to agency QC processes to ensure deliverables meet specifications and our standards.
* Executing on-site installations, including providing technical guidance for vendors and working with project managers and producers to ensure work is done correctly

**Requirements include:**

* A minimum of five years experience working primarily in Javascript, HTML, and CSS.
* Proficiency in open-source flavors of SQL - MySQL, MariaDB, PostgreSQL, etc.
* Proficiency in a server-side programming language like Node.js, Python, Java, or Ruby.
* Proficiency in a microcontroller programming language/environment, such as C/C++, Lua, MicroPython, Arduino, or an equivalent.
* Experience with creative coding tools (Max/MSP, PureData, Processing/P5.js, Vuo, TouchDesigner, OpenFrameworks, Cinder, etc).
* Knowledge of digital electronics and hole-through soldering skills.
* A “systems thinking” mindset.
* A commitment to quality work.
* Excellent written and verbal communication skills.
* Excellent customer service skills.
* Teaching experience a plus.
* Experience with Vue.js is a plus but not required; you’ll learn it quickly.

Job Type: Full-time

Pay: $65,000.00 - $90,000.00 per year

Benefits:

* Flexible schedule

Compensation package:

* 1099 contract

Experience level:

* 5 years

Schedule:

* Monday to Friday

People with a criminal record are encouraged to apply

Experience:

* HTML5: 5 years (Required)
* JavaScript: 5 years (Required)

Location:

* Portland, OR (Required)

Work Location: Remote",,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009229690063,,Software Engineer,Kotis Design,,,2024-04-10,,,,,True,,"*Fully Remote in the states of: Arizona, California, Colorado, Illinois, Iowa, Kentucky, Michigan, North Carolina, Ohio, Oklahoma, Oregon, Texas, Utah, or Washington.*

**THE COMPANY**


At Kotis, we’re building a team of brand champions, builders, and doers who are obsessed with creating the swag management experience ever. We’re the brand behind the brand, the makers of amazing swag & eCommerce solutions meant to amplify our client’s message and connect their people. We tackle every project with unbridled enthusiasm, promising to make our clients’ lives easier and creatively solve their problems-whether that be internal employees, members, or customers.

  

We continue to disrupt the traditional promotional products industry-owning the end-to-end workflow of product & design ideation, retail-quality knitting, e-commerce solutions, warehousing + fulfillment, and more-all to serve our clients better. Want to join the movement?

 **THE JOB**  

Do you like working with a team who is passionate about innovative projects? Do you like the culture of a tech company, but don’t want 80 hour work weeks and an unrealistic work/life balance? We are an outgoing, collaborative team that is focused on quality and using the newest technologies. You’ll work with a team of 3-5 developers and get a unique opportunity to implement a new generation of scalable and efficient applications to support our quickly growing business.


Kotis Design embraced fully remote work far before COVID required it for so many... Since 2015 we've had fully remote teams and we've got remote work figured out! We have the technology and the resources to make it easy to ensure you'll stay engaged with your co-workers. We promise you won't feel isolated. Also, we are committed to equal opportunity advancement for fully remote Kotisians.  

  

**THE PERFECT CANDIDATE**  

You are an agile developer who vigilantly challenges yourself and others to come up with better solutions. You are a self-starter and able to outline and achieve goals individually and as a member of a team. You want to be in a position to create value and have a significant impact on the direction of your company by building a massively scalable platform.  

  

**RESPONSIBILITIES**  

Duties include the following but are not limited to:

* Develop front- and back-end web applications in a Service-Oriented Architecture
* Collaborate with other technology team members on software development, specifically regarding functionality, user experience, and technical design
* Manage deliverables according to approved project plans
* Design, code, and implement well-documented REST APIs used by internal and external applications
* Ensure code is well-tested using Rspec and Capybara
* Participate in code maintenance, bug fixes, and various cross-functional roles with quality assurance
* Participate in design and code reviews

 **REQUIREMENTS/QUALIFICATIONS**

* 2+ years professional or personal experience working with Ruby on Rails
* Strong understanding of HTML, CSS and Javascript
* 1+ years of professional software development (or a combination of relevant education and experience)
* Excellent verbal/written communication
* Self-motivator
* Experience with the following a plus: front-end Javascript libraries (React, Angular, etc), TDD/BDD, mobile development, E-commerce, designing an API, Postgres or Redis




6x5YBhUAS8",https://www.glassdoor.com/Overview/W-EI_IE301338.htm,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009229569481,,Front-end Developer,Teal Media,,,2024-04-10,yearly,90000.0,125000.0,USD,True,,"Teal Media is seeking an experienced remote front-end developer for a full-time position. Working closely with our visual design team and our technical team, you will create complex, custom front-end code for our high-profile social impact clients, under the direction of our CTO and Technical Director. Depending on the project, responsibilities may include handing off front-end code for integration into a CMS, custom microsites, or ‘design in the browser' for key client deliverables.


* **Ideal Location:** Remote (US residents only)


**Who We Are**
--------------


Teal Media is a full-service creative and design agency with a conscience. We believe purposeful design can transform organizations, inspire action, and enable progress. Our clients and nonprofit partners commit their lives to creating positive social change. We pour every ounce of our passion and skill into their success, because we, too, want the world to be a better place. We offer a variety of strategic, creative, and technical services, including brand strategy, web design and development, and creative support.


We are a woman-owned and woman-led firm with a diverse staff. At Teal Media, we value our people above all else and choose to work with partners and clients who share those beliefs.


**Your Team**
-------------


This role is under the Development team. You will report to the Technical Director and work closely with the Development, Content, and Creative teams.


**What You'll Do**
------------------


* Create beautiful, performant and accessible front-end website designs using HTML5, CSS, JavaScript, and related libraries
* Communicate and collaborate with internal and external project team members
* Collaborate closely with the design team to enhance the overall design experience
* Think deeply about tools and frameworks to create flexible design systems
* Serve as the front-end developer for web-based projects as well as support retainer development tasks for existing clients
* Build high-quality prototypes for client demonstration
* Ensure the technical feasibility of UI/UX designs
* Regularly consult with team members on code deliverables to ensure work meets project requirements before sharing with the client
* Conduct quality assurance, testing, and proofing on project deliverables
* Assist with technical solutions discovery on projects
* Train/educate clients as needed


**Ideal Candidates Will Have**
------------------------------


* 3-7+ years of front-end coding experience
* Agency experience is strongly preferred
* Demonstrable experience developing complex front-end HTML code with examples and a willingness to walk us through code that you have written
* Very comfortable with coding ‘from scratch' as well as light use of existing frameworks
* Strong understanding of the website design and development process, including working knowledge of git, mobile responsive design, and accessibility standards
* Self-starter, independent thinker, highly responsible
* Excellent communication and problem-solving skills
* Thrives working in a fast-paced environment
* Strict attention to detail and adherence to project deadlines


**Salary & Level**
------------------


Teal Media is committed to equity and transparency when it comes to salary and the growth of our people. This role is open to both level 2T and 3T in our progression framework and is determined by the candidate's unique background and experience.


**Level: 3T**


* Official Title: Senior Developer
* Department: Development
* Salary Range: $100,000-$125,000


**Level: 2T**


* Official Title: Developer
* Department: Development
* Salary Range: $90,000-$120,000


**Benefits**
------------


Make a positive impact on mission-driven organizations and nonprofits while working in a fun, collaborative, and flexible environment. We're a nimble, close-knit group that values teamwork and individual contribution.


All our positions are remote (in the US), but we work to maintain a fun and engaging company culture.


* Work from home (or at the beach!)
* Professional Development Coaching
* Yearly Continuing Education Stipend
* Eligibility for bi-annual bonuses
* Flexible Time Off and Unlimited Sick Leave
* Compassionate Leave
* Health, dental, and vision insurance
* Company 401(k) with match
* Flexible working hours
* Flex Fridays - a day dedicated to self-directed work. Spend time working on the things you want - whether it be honing in on your craft or taking off a few hours early for your mental wellness!


**Equal Opportunity Employer**
------------------------------


If your experience doesn't exactly match the qualifications listed but you believe you would shine in this role, we want to hear from you! Please apply and tell us why you're the right person for the job.


Black & Indigenous people of color, immigrants, women, and femmes, LGBTQI+ individuals, people with disabilities, neurodiverse people, and formerly incarcerated or systems-impacted people are highly encouraged to apply.


*Teal Media is an equal-opportunity employer that values a diverse workforce and an inclusive culture. Teal Media encourages applications from all qualified individuals without regard to race, color, religion, gender, sexual orientation, age, national origin, marital status, citizenship, disability, and veteran status.*


*Teal Media does not discriminate on the basis of race, color, religion, creed, age, sexual orientation, gender identity or expression, marital status, country of origin, citizenship, ancestry, genetic information, physical or mental disability, military or veteran status, political affiliation, exercising one's right to family care and medical leave, medical condition, including pregnancy, childbirth, breastfeeding, and related medical conditions, or any other category protected by local, state, or federal laws. We are not offering US visa sponsorship at this time.*",https://www.glassdoor.com/Overview/W-EI_IE1696379.htm,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009227922279,,Full Stack /Mobile Developer with CBP clearance (US Citizen only) - Remote,"Y-Tek Innovations, LLC",,,2024-04-09,yearly,147171.0,147171.0,USD,True,,"We seek a remote Full Stack Developer as part of an Agile support team in support of digital transformation, integration of emerging technologies into mission applications and supporting modernized, cloud-based, applications in production for Customs and Border Protection. The ideal candidate will be innovative, creative, and able to work independently.

Required Experience/Skills:

* 10 years of experience delivering and developing software applications
* Full stack dev with the addition of languages outside the typical Java stack as an example
* 5 Years of experience with Mobile Application Development and strong understanding of Frameworks (Flutter, React-Native)
* Broad-based technical experience with time spent on innovation, R&D, start-up, etc.
* Work independently and a member of a cross functional team
* Experience with Agile Scrum methodology
* Experience working within platform limits while building prototypes that are scalable
* Experience providing Research & Development
* Expert in design patterns and methodologies
* Ability to assess operational analysis
* Experience with software & hardware integrations
* Individual that wants to create and learn and has the methodical, scientific approach to problem-solving
* Some Angular Experience
* Bridge the gap between user interface design and technical implementation
* Continuously research new and best coding practices
* Optimize application for maximum speed and scalability
* Strong communication skills that include leading design-related conversations, ability to build and nurture good relationships and foster an environment for collaboration
* **Active CBP Clearance Desired**

Job Type: Contract

Pay: Up to $147,171.27 per year

Experience level:

* 10 years

Schedule:

* Monday to Friday

Application Question(s):

* Are you a US citizen?

Experience:

* Java: 10 years (Required)
* Full-stack development: 10 years (Required)
* AWS: 10 years (Required)

Security clearance:

* Secret (Required)

Work Location: Remote",,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009228509125,,Angular Full Stack Web Developer,McCracken Financial Solutions,United States,,2024-04-09,hourly,55.0,65.0,USD,False,,"McCracken Financial Solutions, located in Billerica Ma., is a leading software provider for the financial lending industry. Our products support the origination and servicing of commercial loans from the application process to the disposition of the loan including asset management, accounting and customer communication. McCracken clients are the top commercial lenders including Mortgage Bankers, Banks, Insurance Agencies, Government Agencies, Credit Companies and Thrifts servicing mortgage loans on our *STRATEGY* system.

About the job:

· Active role in large scale web migration project

· Work to develop and modify complex banking applications

· **Contract position – 1.5-2 years**

Required Qualifications:

* Minimum of 5 years professional software development experience
* Minimum of 3 years professional experience with Angular 2.0+
* Strong debugging skills
* Experience building and consuming RESTful APIs

Preferred Qualifications:

* Experience interpreting functional requirements into technical designs for web applications
* Experience with component libraries like Angular Material
* Experience and understanding of fundamental Angular concepts such as SPA, Angular CLI, data binding, TypeScript, components, directives, services, pipes, lazy loading, lifecycle hooks, Reactive Forms, RxJS, etc.
* Experience with Java (Spring Boot) web services
* Familiarity with npm and git
* Familiarity with Angular style guide and coding standards
* Understanding and attention to clean coding practices
* Ability to work independently and ask for help when needed

McCracken Financial Solutions offers competitive compensation and benefit packages, including health care, dental, long and short term disability and 401K. McCracken Financial is an equal opportunity employer.

No telephone calls for this position will be accepted.

No third party recruiters

Applicants must be a U.S. citizen or a ""U.S. Person"". A U.S. Person is defined as a person who is a lawful permanent resident “Green Card holder"" as defined by 8 U.S.C. 1101 (a)(20) or who is a ""Protected Individual"" as defined by 8 U.S.C. 1324b(a)(3).

Job Type: Full-time

Pay: $55.00 - $65.00 per hour

Experience level:

* 3 years

Schedule:

* 8 hour shift

Work Location: Remote",https://www.glassdoor.com/Overview/W-EI_IE12726.htm,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009227251965,,Full Stack Developer,Dante,,,2024-04-08,yearly,150000.0,200000.0,USD,True,,"Dante is hiring full time Full Stack Engineers to join our growing team. Dive right in working alongside Dante teammates and client stakeholders to build robust scalable serverless software in the cloud for our enterprise private sector clients. Client industries include Airlines, Communications, Finance, Media, Telecommunications and more. We are building dynamic solutions while approaching consulting in a unique and refreshing way, using Cloud Native and serverless architecture & development using React, Node.js, AWS Lambda and DynamoDB. We use a cutting edge approach to build microservices for event-driven, large scale enterprise software solutions.

***We limit employment to applicants residing in the DC metro area (DC, VA, MD), California, Oregon, Washington, Texas and Colorado. If you reside outside of these states, please do not apply.***

**Full Stack/Senior Full Stack Engineer**

***Responsibilities:***

* Work closely with Dante team and client stakeholders using Cloud Native Architecture (e.g., JavaScript, React, Node.js, AWS Lambda, DynamoDB, etc.)
* Work across full technology stack to deliver end to end solutions using Lean methodologies
* Work closely with teams and independently to complete deliverables on time
* Write Lambda functions to execute event-driven software solutions
* Continue to learn and introduce emerging technologies that may provide more effective solutions

***Must haves:***

* 5+ years of on-the-job experience writing AWS Lambda functions
* 5 + years of enterprise serverless application development practical **on-the-job** experience using JavaScript, Node.js, React and DynamoDB
* 5+ years of experience with event-driven architecture and development for a large private sector enterprise
* 5+ years of experience developing microservices
* 5+ years of experience developing multi-tier software applications, integrating with AWS services on the back end
* Experience with iterative development in a fast paced environment using Agile methodology
* Demonstrated ability to quickly develop subject matter expertise
* Demonstrated ability to effectively interact with project team and client stakeholders
* Must have effective communication and listening skills
* **MUST have U.S. Citizenship or possess Green Card**
* **MUST live in Virginia, Maryland, Washington DC, Texas, California, Oregon, Washington or Colorado**

***Nice to Haves:***

* Prior experience in a consulting environment with private sector enterprise clients a BIG plus
* Experience with Git, Jasmine, Mocha, Atlassian suite a plus
* Prior experience in a Lean development environment is a plus

Job Type: Full-time

Pay: $150,000.00 - $200,000.00 per year

Benefits:

* 401(k)
* 401(k) matching
* Flexible schedule
* Health insurance
* Health savings account
* Paid time off
* Professional development assistance
* Referral program
* Retirement plan
* Vision insurance

Compensation package:

* Bonus opportunities

Experience level:

* 5 years

Schedule:

* Monday to Friday

Application Question(s):

* Are you a U.S. Citizen or do you possess a Green Card?
* What state are you currently located in?

Experience:

* Full-stack development: 5 years (Required)
* Node.js: 5 years (Required)
* Writing Lambda Functions: 5 years (Required)
* Microservices: 5 years (Required)
* React: 2 years (Required)
* DynamoDB: 5 years (Required)
* Event Driven Architecture: 5 years (Required)

Work Location: Remote",,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009227239592,,Full Stack Developer,Dante,,,2024-04-08,yearly,150000.0,200000.0,USD,True,,"Dante is hiring full time Full Stack Engineers to join our growing team. Dive right in working alongside Dante teammates and client stakeholders to build robust scalable serverless software in the cloud for our enterprise private sector clients. Client industries include Airlines, Communications, Finance, Media, Telecommunications and more. We are building dynamic solutions while approaching consulting in a unique and refreshing way, using Cloud Native and serverless architecture & development using React, Node.js, AWS Lambda and DynamoDB. We use a cutting edge approach to build microservices for event-driven, large scale enterprise software solutions.

***We limit employment to applicants residing in the DC metro area (DC, VA, MD), California, Oregon, Washington, Texas and Colorado. If you reside outside of these states, please do not apply.***

**Full Stack/Senior Full Stack Engineer**

***Responsibilities:***

* Work closely with Dante team and client stakeholders using Cloud Native Architecture (e.g., JavaScript, React, Node.js, AWS Lambda, DynamoDB, etc.)
* Work across full technology stack to deliver end to end solutions using Lean methodologies
* Work closely with teams and independently to complete deliverables on time
* Write Lambda functions to execute event-driven software solutions
* Continue to learn and introduce emerging technologies that may provide more effective solutions

***Must haves:***

* 5+ years of on-the-job experience writing AWS Lambda functions
* 5 + years of enterprise serverless application development practical **on-the-job** experience using JavaScript, Node.js, React and DynamoDB
* 5+ years of experience with event-driven architecture and development for a large private sector enterprise
* 5+ years of experience developing microservices
* 5+ years of experience developing multi-tier software applications, integrating with AWS services on the back end
* Experience with iterative development in a fast paced environment using Agile methodology
* Demonstrated ability to quickly develop subject matter expertise
* Demonstrated ability to effectively interact with project team and client stakeholders
* Must have effective communication and listening skills
* **MUST have U.S. Citizenship or possess Green Card**
* **MUST live in Virginia, Maryland, Washington DC, Texas, California, Oregon, Washington or Colorado**

***Nice to Haves:***

* Prior experience in a consulting environment with private sector enterprise clients a BIG plus
* Experience with Git, Jasmine, Mocha, Atlassian suite a plus
* Prior experience in a Lean development environment is a plus

Job Type: Full-time

Pay: $150,000.00 - $200,000.00 per year

Benefits:

* 401(k)
* 401(k) matching
* Flexible schedule
* Health insurance
* Health savings account
* Paid time off
* Professional development assistance
* Referral program
* Retirement plan
* Vision insurance

Compensation package:

* Bonus opportunities

Experience level:

* 5 years

Schedule:

* Monday to Friday

Application Question(s):

* Are you a U.S. Citizen or do you possess a Green Card?
* What state are you currently located in?

Experience:

* Full-stack development: 5 years (Required)
* Node.js: 5 years (Required)
* Writing Lambda Functions: 5 years (Required)
* Microservices: 5 years (Required)
* React: 2 years (Required)
* DynamoDB: 5 years (Required)
* Event Driven Architecture: 5 years (Required)

Work Location: Remote",,,,,,,,,,,,Software Engineer,2024-04-20
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009227247576,,Full Stack Developer,Dante,,,2024-04-08,yearly,150000.0,200000.0,USD,True,,"Dante is hiring full time Full Stack Engineers to join our growing team. Dive right in working alongside Dante teammates and client stakeholders to build robust scalable serverless software in the cloud for our enterprise private sector clients. Client industries include Airlines, Communications, Finance, Media, Telecommunications and more. We are building dynamic solutions while approaching consulting in a unique and refreshing way, using Cloud Native and serverless architecture & development using React, Node.js, AWS Lambda and DynamoDB. We use a cutting edge approach to build microservices for event-driven, large scale enterprise software solutions.

***We limit employment to applicants residing in the DC metro area (DC, VA, MD), California, Oregon, Washington, Texas and Colorado. If you reside outside of these states, please do not apply.***

**Full Stack/Senior Full Stack Engineer**

***Responsibilities:***

* Work closely with Dante team and client stakeholders using Cloud Native Architecture (e.g., JavaScript, React, Node.js, AWS Lambda, DynamoDB, etc.)
* Work across full technology stack to deliver end to end solutions using Lean methodologies
* Work closely with teams and independently to complete deliverables on time
* Write Lambda functions to execute event-driven software solutions
* Continue to learn and introduce emerging technologies that may provide more effective solutions

***Must haves:***

* 5+ years of on-the-job experience writing AWS Lambda functions
* 5 + years of enterprise serverless application development practical **on-the-job** experience using JavaScript, Node.js, React and DynamoDB
* 5+ years of experience with event-driven architecture and development for a large private sector enterprise
* 5+ years of experience developing microservices
* 5+ years of experience developing multi-tier software applications, integrating with AWS services on the back end
* Experience with iterative development in a fast paced environment using Agile methodology
* Demonstrated ability to quickly develop subject matter expertise
* Demonstrated ability to effectively interact with project team and client stakeholders
* Must have effective communication and listening skills
* **MUST have U.S. Citizenship or possess Green Card**
* **MUST live in Virginia, Maryland, Washington DC, Texas, California, Oregon, Washington or Colorado**

***Nice to Haves:***

* Prior experience in a consulting environment with private sector enterprise clients a BIG plus
* Experience with Git, Jasmine, Mocha, Atlassian suite a plus
* Prior experience in a Lean development environment is a plus

Job Type: Full-time

Pay: $150,000.00 - $200,000.00 per year

Benefits:

* 401(k)
* 401(k) matching
* Flexible schedule
* Health insurance
* Health savings account
* Paid time off
* Professional development assistance
* Referral program
* Retirement plan
* Vision insurance

Compensation package:

* Bonus opportunities

Experience level:

* 5 years

Schedule:

* Monday to Friday

Application Question(s):

* Are you a U.S. Citizen or do you possess a Green Card?
* What state are you currently located in?

Experience:

* Full-stack development: 5 years (Required)
* Node.js: 5 years (Required)
* Writing Lambda Functions: 5 years (Required)
* Microservices: 5 years (Required)
* React: 2 years (Required)
* DynamoDB: 5 years (Required)
* Event Driven Architecture: 5 years (Required)

Work Location: Remote",,,,,,,,,,,,Software Engineer,2024-04-20
